x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,X_Gangle,Y_Gangle,Z_Gangle
-0.004963,-0.019293,-0.045927,0.050061,5194.609228,2001-01-01 01:26:34.609 +0000,,,,-0.004963,-0.019293,-0.045927
-0.008364,-0.018148,-0.012829,0.023746,5194.589239,2001-01-01 01:26:34.589 +0000,,,,-0.013327,-0.037441,-0.058756
-0.02439,-0.008575,-0.014032,0.029416,5194.569281,2001-01-01 01:26:34.569 +0000,,,,-0.037717,-0.046016,-0.072788
-0.024416,-0.004311,-0.012975,0.027984,5194.549292,2001-01-01 01:26:34.549 +0000,,,,-0.062133,-0.050327,-0.085763
-0.012664,-0.011757,-0.011807,0.020928,5194.529333,2001-01-01 01:26:34.529 +0000,,,,-0.074797,-0.062084,-0.09757
-0.013729,-0.011758,-0.011814,0.021594,5194.509344,2001-01-01 01:26:34.509 +0000,,,,-0.088526,-0.073842,-0.109384
-0.013729,-0.011758,-0.011814,0.021594,5194.489386,2001-01-01 01:26:34.489 +0000,,,,-0.102255,-0.0856,-0.121198
-0.012652,-0.012825,-0.012873,0.022142,5194.469397,2001-01-01 01:26:34.469 +0000,,,,-0.114907,-0.098425,-0.134071
-0.014779,-0.013892,-0.012884,0.024029,5194.449408,2001-01-01 01:26:34.449 +0000,,,,-0.129686,-0.112317,-0.146955
-0.014774,-0.014957,-0.012881,0.024655,5194.429449,2001-01-01 01:26:34.429 +0000,,,,-0.14446,-0.127274,-0.159836
-0.014774,-0.014957,-0.012881,0.024655,5194.40946,2001-01-01 01:26:34.409 +0000,,,,-0.159234,-0.142231,-0.172717
-0.014785,-0.013889,-0.011816,0.023476,5194.389502,2001-01-01 01:26:34.390 +0000,,,,-0.174019,-0.15612,-0.184533
-0.014785,-0.013889,-0.011816,0.023476,5194.36953,2001-01-01 01:26:34.370 +0000,,,,-0.188804,-0.170009,-0.196349
-0.016927,-0.01176,-0.011836,0.023768,5194.349571,2001-01-01 01:26:34.350 +0000,,,,-0.205731,-0.181769,-0.208185
-0.012647,-0.01389,-0.01287,0.022771,5194.329582,2001-01-01 01:26:34.330 +0000,,,,-0.218378,-0.195659,-0.221055
-0.013746,-0.009624,-0.010752,0.019929,5194.309624,2001-01-01 01:26:34.310 +0000,,,,-0.232124,-0.205283,-0.231807
-0.015865,-0.009631,-0.012903,0.022604,5194.289635,2001-01-01 01:26:34.290 +0000,,,,-0.247989,-0.214914,-0.24471
-0.016942,-0.008564,-0.011845,0.022376,5194.269676,2001-01-01 01:26:34.270 +0000,,,,-0.264931,-0.223478,-0.256555
-0.014828,-0.007492,-0.009696,0.019236,5194.249687,2001-01-01 01:26:34.250 +0000,,,,-0.279759,-0.23097,-0.266251
-0.017986,-0.011763,-0.012912,0.025072,5194.229698,2001-01-01 01:26:34.230 +0000,,,,-0.297745,-0.242733,-0.279163
-0.016931,-0.009632,-0.01291,0.023369,5194.20974,2001-01-01 01:26:34.210 +0000,,,,-0.314676,-0.252365,-0.292073
-0.015798,-0.012848,-0.021442,0.029571,5194.189751,2001-01-01 01:26:34.190 +0000,,,,-0.330474,-0.265213,-0.313515
-0.010459,-0.014975,-0.0214,0.028136,5194.169792,2001-01-01 01:26:34.170 +0000,,,,-0.340933,-0.280188,-0.334915
-0.013049,-0.017975,0.05766,0.061791,5194.149803,2001-01-01 01:26:34.150 +0000,,,,-0.353982,-0.298163,-0.277255
-0.024019,-0.007221,0.101366,0.104423,5194.129845,2001-01-01 01:26:34.130 +0000,,,,-0.378001,-0.305384,-0.175889
-0.020551,-0.005206,0.054369,0.058356,5194.109856,2001-01-01 01:26:34.110 +0000,,,,-0.398552,-0.31059,-0.12152
-0.331563,0.374296,0.251051,0.559515,5194.089897,2001-01-01 01:26:34.090 +0000,,,,-0.730115,0.063706,0.129531
-0.074754,-0.046773,0.061596,0.107564,5194.069908,2001-01-01 01:26:34.070 +0000,,,,-0.804869,0.016933,0.191127
-0.104415,0.01311,0.161673,0.192906,5194.049919,2001-01-01 01:26:34.050 +0000,,,,-0.909284,0.030043,0.3528
-0.018189,0.000016,0.011631,0.02159,5194.029961,2001-01-01 01:26:34.030 +0000,,,,-0.927473,0.030059,0.364431
-0.020323,0.00852,0.005182,0.022638,5194.009972,2001-01-01 01:26:34.010 +0000,,,,-0.947796,0.038579,0.369613
-0.021234,-0.001113,-0.012962,0.024903,5193.990013,2001-01-01 01:26:33.990 +0000,,,,-0.96903,0.037466,0.356651
-0.022225,-0.01284,-0.016143,0.030322,5193.970024,2001-01-01 01:26:33.970 +0000,,,,-0.991255,0.024626,0.340508
-0.02329,-0.011778,-0.017221,0.031268,5193.950066,2001-01-01 01:26:33.950 +0000,,,,-1.014545,0.012848,0.323287
-0.019008,-0.017099,-0.016109,0.030219,5193.930077,2001-01-01 01:26:33.930 +0000,,,,-1.033553,-0.004251,0.307178
-0.019059,-0.007509,-0.015067,0.02543,5193.910118,2001-01-01 01:26:33.910 +0000,,,,-1.052612,-0.01176,0.292111
-0.023326,-0.000068,-0.020459,0.031027,5193.890129,2001-01-01 01:26:33.890 +0000,,,,-1.075938,-0.011828,0.271652
-0.028653,-0.008578,-0.014061,0.03305,5193.87014,2001-01-01 01:26:33.870 +0000,,,,-1.104591,-0.020406,0.257591
-0.028691,-0.008562,-0.00765,0.030903,5193.850182,2001-01-01 01:26:33.850 +0000,,,,-1.133282,-0.028968,0.249941
-0.022188,-0.013918,-0.021482,0.033875,5193.830193,2001-01-01 01:26:33.830 +0000,,,,-1.15547,-0.042886,0.228459
-0.041341,-0.004377,-0.034459,0.053997,5193.810234,2001-01-01 01:26:33.810 +0000,,,,-1.196811,-0.047263,0.194
-0.024378,-0.009643,-0.015097,0.030253,5193.790245,2001-01-01 01:26:33.790 +0000,,,,-1.221189,-0.056906,0.178903
-0.015987,-0.005328,0.004181,0.017362,5193.770287,2001-01-01 01:26:33.770 +0000,,,,-1.237176,-0.062234,0.183084
-0.013908,-0.001052,0.009526,0.01689,5193.750298,2001-01-01 01:26:33.750 +0000,,,,-1.251084,-0.063286,0.19261
-0.021427,0.008535,0.011586,0.025811,5193.730339,2001-01-01 01:26:33.730 +0000,,,,-1.272511,-0.054751,0.204196
-0.034156,-0.020204,0.0244,0.046586,5193.71035,2001-01-01 01:26:33.710 +0000,,,,-1.306667,-0.074955,0.228596
-0.068488,-0.016946,0.05942,0.092242,5193.690361,2001-01-01 01:26:33.690 +0000,,,,-1.375155,-0.091901,0.288016
-0.030831,-0.020255,0.003053,0.037016,5193.670403,2001-01-01 01:26:33.670 +0000,,,,-1.405986,-0.112156,0.291069
-0.034977,-0.023497,-0.014063,0.044421,5193.650414,2001-01-01 01:26:33.650 +0000,,,,-1.440963,-0.135653,0.277006
-0.040198,-0.039493,-0.019397,0.059597,5193.630455,2001-01-01 01:26:33.630 +0000,,,,-1.481161,-0.175146,0.257609
-0.064039,-0.026589,0.035969,0.078114,5193.610466,2001-01-01 01:26:33.610 +0000,,,,-1.5452,-0.201735,0.293578
-0.070496,-0.025505,0.04554,0.087716,5193.590508,2001-01-01 01:26:33.591 +0000,,,,-1.615696,-0.22724,0.339118
-0.05985,-0.01486,0.039171,0.073057,5193.570519,2001-01-01 01:26:33.571 +0000,,,,-1.675546,-0.2421,0.378289
-0.061999,-0.018044,0.044508,0.078424,5193.55056,2001-01-01 01:26:33.551 +0000,,,,-1.737545,-0.260144,0.422797
-0.070847,-0.014727,0.095728,0.12,5193.530571,2001-01-01 01:26:33.531 +0000,,,,-1.808392,-0.274871,0.518525
-0.084864,-0.006164,0.115912,0.14379,5193.510613,2001-01-01 01:26:33.511 +0000,,,,-1.893256,-0.281035,0.634437
-0.052576,-0.010524,0.06699,0.085806,5193.490624,2001-01-01 01:26:33.491 +0000,,,,-1.945832,-0.291559,0.701427
-0.092825,-0.013849,0.027192,0.097712,5193.470635,2001-01-01 01:26:33.471 +0000,,,,-2.038657,-0.305408,0.728619
-0.10346,-0.026624,0.033566,0.11198,5193.450676,2001-01-01 01:26:33.451 +0000,,,,-2.142117,-0.332032,0.762185
-0.157956,-0.046806,0.072788,0.180109,5193.430687,2001-01-01 01:26:33.431 +0000,,,,-2.300073,-0.378838,0.834973
-0.071965,-0.29795,0.152053,0.34216,5193.410729,2001-01-01 01:26:33.411 +0000,,,,-2.372038,-0.676788,0.987026
-0.3223,-0.582943,-0.000591,0.666109,5193.39074,2001-01-01 01:26:33.391 +0000,,,,-2.694338,-1.259731,0.986435
-1.431325,0.366589,0.047044,1.478273,5193.370828,2001-01-01 01:26:33.371 +0000,,,,-4.125663,-0.893142,1.033479
-1.043524,0.135174,0.259718,1.083821,5193.350839,2001-01-01 01:26:33.351 +0000,,,,-5.169187,-0.757968,1.293197
-0.340512,-0.299847,0.324413,0.557764,5193.330881,2001-01-01 01:26:33.331 +0000,,,,-5.509699,-1.057815,1.61761
0.434908,-0.597466,-0.065963,0.741931,5193.310892,2001-01-01 01:26:33.311 +0000,,,,-5.074791,-1.655281,1.551647
-0.401941,1.066817,-0.117806,1.146095,5193.290903,2001-01-01 01:26:33.291 +0000,,,,-5.476732,-0.588464,1.433841
-2.414204,0.199818,-0.326704,2.44439,5193.270944,2001-01-01 01:26:33.271 +0000,,,,-7.890936,-0.388646,1.107137
-2.316177,-0.014856,-0.150223,2.321091,5193.250955,2001-01-01 01:26:33.251 +0000,,,,-10.207113,-0.403502,0.956914
-2.00082,-0.017759,-0.125648,2.00484,5193.230997,2001-01-01 01:26:33.231 +0000,,,,-12.207933,-0.421261,0.831266
-2.07651,-0.038008,-0.106871,2.079606,5193.211008,2001-01-01 01:26:33.211 +0000,,,,-14.284443,-0.459269,0.724395
-2.276554,-0.053178,-0.15092,2.28217,5193.191049,2001-01-01 01:26:33.191 +0000,,,,-16.560997,-0.512447,0.573475
-2.245516,0.031225,-0.061185,2.246567,5193.17106,2001-01-01 01:26:33.171 +0000,,,,-18.806513,-0.481222,0.51229
-2.082542,0.265725,-0.053243,2.100101,5193.151102,2001-01-01 01:26:33.151 +0000,,,,-20.889055,-0.215497,0.459047
-2.146633,-0.354354,-0.070155,2.176815,5193.131113,2001-01-01 01:26:33.131 +0000,,,,-23.035688,-0.569851,0.388892
-2.237722,-0.100739,-0.011622,2.240019,5193.111123,2001-01-01 01:26:33.111 +0000,,,,-25.27341,-0.67059,0.37727
-2.365406,0.009026,0.04278,2.36581,5193.091165,2001-01-01 01:26:33.091 +0000,,,,-27.638816,-0.661564,0.42005
-2.363899,-0.021988,-0.006277,2.36401,5193.071176,2001-01-01 01:26:33.071 +0000,,,,-30.002715,-0.683552,0.413773
-2.411076,-0.095708,-0.079054,2.41427,5193.051217,2001-01-01 01:26:33.051 +0000,,,,-32.413791,-0.77926,0.334719
-2.595538,-0.102193,-0.062116,2.598291,5193.031228,2001-01-01 01:26:33.031 +0000,,,,-35.009329,-0.881453,0.272603
-2.924039,-0.097025,-0.029086,2.925793,5193.01127,2001-01-01 01:26:33.011 +0000,,,,-37.933368,-0.978478,0.243517
-3.062054,0.091715,0.085937,3.064632,5192.991281,2001-01-01 01:26:32.991 +0000,,,,-40.995422,-0.886763,0.329454
-3.071385,-0.082759,0.181446,3.077853,5192.971322,2001-01-01 01:26:32.971 +0000,,,,-44.066807,-0.969522,0.5109
-3.108734,-0.223549,0.122808,3.11918,5192.951333,2001-01-01 01:26:32.951 +0000,,,,-47.175541,-1.193071,0.633708
-3.232594,-0.25376,0.005587,3.242544,5192.931344,2001-01-01 01:26:32.931 +0000,,,,-50.408135,-1.446831,0.639295
-3.157665,-0.152394,0.049626,3.16173,5192.911386,2001-01-01 01:26:32.911 +0000,,,,-53.5658,-1.599225,0.688921
-3.028101,0.070096,-0.049476,3.029316,5192.891397,2001-01-01 01:26:32.891 +0000,,,,-56.593901,-1.529129,0.639445
-3.103221,0.035789,-0.115069,3.10556,5192.871438,2001-01-01 01:26:32.871 +0000,,,,-59.697122,-1.49334,0.524376
-3.296557,0.042201,-0.050143,3.297208,5192.851449,2001-01-01 01:26:32.851 +0000,,,,-62.993679,-1.451139,0.474233
-3.504052,-0.267473,0.139493,3.517013,5192.831491,2001-01-01 01:26:32.831 +0000,,,,-66.497731,-1.718612,0.613726
-3.74648,-0.447568,0.185361,3.77767,5192.811502,2001-01-01 01:26:32.812 +0000,,,,-70.244211,-2.16618,0.799087
-3.909128,-0.424475,0.095514,3.933266,5192.791543,2001-01-01 01:26:32.792 +0000,,,,-74.153339,-2.590655,0.894601
-4.117097,-0.412878,0.10797,4.139156,5192.771554,2001-01-01 01:26:32.772 +0000,,,,-78.270436,-3.003533,1.002571
-4.255257,-0.26067,0.098075,4.264362,5192.751565,2001-01-01 01:26:32.752 +0000,,,,-82.525693,-3.264203,1.100646
-4.223184,-0.021033,0.068791,4.223796,5192.731607,2001-01-01 01:26:32.732 +0000,,,,-86.748877,-3.285236,1.169437
-4.16477,0.019497,0.071212,4.165424,5192.711618,2001-01-01 01:26:32.712 +0000,,,,-90.913647,-3.265739,1.240649
-4.063003,-0.152255,-0.055856,4.066239,5192.691659,2001-01-01 01:26:32.692 +0000,,,,-94.97665,-3.417994,1.184793
-4.110427,-0.039821,-0.235991,4.117388,5192.67167,2001-01-01 01:26:32.672 +0000,,,,-99.087077,-3.457815,0.948802
-4.126058,0.20499,-0.312626,4.142959,5192.651712,2001-01-01 01:26:32.652 +0000,,,,-103.213135,-3.252825,0.636176
-4.063775,0.000716,-0.227238,4.070124,5192.631723,2001-01-01 01:26:32.632 +0000,,,,-107.27691,-3.252109,0.408938
-4.143769,-0.281056,0.006991,4.153295,5192.611764,2001-01-01 01:26:32.612 +0000,,,,-111.420679,-3.533165,0.415929
-4.171386,-0.34765,0.222825,4.191774,5192.591775,2001-01-01 01:26:32.592 +0000,,,,-115.592065,-3.880815,0.638754
-4.217788,-0.221548,0.396336,4.242158,5192.571817,2001-01-01 01:26:32.572 +0000,,,,-119.809853,-4.102363,1.03509
-4.31077,-0.105626,0.346242,4.325943,5192.551828,2001-01-01 01:26:32.552 +0000,,,,-124.120623,-4.207989,1.381332
-4.309576,-0.127387,0.163594,4.314561,5192.531839,2001-01-01 01:26:32.532 +0000,,,,-128.430199,-4.335376,1.544926
-4.204324,-0.062791,-0.021792,4.20485,5192.51188,2001-01-01 01:26:32.512 +0000,,,,-132.634523,-4.398167,1.523134
-3.893759,-0.213701,0.030934,3.899742,5192.491891,2001-01-01 01:26:32.492 +0000,,,,-136.528282,-4.611868,1.554068
-3.612777,-0.405759,0.251329,3.644168,5192.471933,2001-01-01 01:26:32.472 +0000,,,,-140.141059,-5.017627,1.805397
-3.265618,-0.448967,0.337133,3.313532,5192.451944,2001-01-01 01:26:32.452 +0000,,,,-143.406677,-5.466594,2.14253
-2.872067,-0.323333,0.19413,2.896722,5192.431985,2001-01-01 01:26:32.432 +0000,,,,-146.278744,-5.789927,2.33666
-2.516954,-0.252983,0.10658,2.53188,5192.411996,2001-01-01 01:26:32.412 +0000,,,,-148.795698,-6.04291,2.44324
-2.160051,-0.169732,0.066022,2.167714,5192.392038,2001-01-01 01:26:32.392 +0000,,,,-150.955749,-6.212642,2.509262
-1.782114,-0.056578,0.049032,1.783686,5192.37208,2001-01-01 01:26:32.372 +0000,,,,-152.737863,-6.26922,2.558294
-1.349481,-0.033894,0.047616,1.350746,5192.352091,2001-01-01 01:26:32.352 +0000,,,,-154.087344,-6.303114,2.60591
-0.863398,-0.020805,0.027354,0.864081,5192.332132,2001-01-01 01:26:32.332 +0000,,,,-154.950742,-6.323919,2.633264
-0.484844,-0.017413,-0.005362,0.485186,5192.312143,2001-01-01 01:26:32.312 +0000,,,,-155.435586,-6.341332,2.627902
-0.182665,-0.040809,-0.078055,0.202791,5192.292185,2001-01-01 01:26:32.292 +0000,,,,-155.618251,-6.382141,2.549847
-0.013887,0.009126,-0.180697,0.181459,5192.272196,2001-01-01 01:26:32.272 +0000,,,,-155.632138,-6.373015,2.36915
-0.008266,0.037714,-0.252327,0.255264,5192.252237,2001-01-01 01:26:32.252 +0000,,,,-155.640404,-6.335301,2.116823
-0.084052,0.004129,-0.02836,0.088804,5192.232248,2001-01-01 01:26:32.232 +0000,,,,-155.724456,-6.331172,2.088463
-0.036502,-0.012675,0.054282,0.06663,5192.21229,2001-01-01 01:26:32.212 +0000,,,,-155.760958,-6.343847,2.142745
0.007523,-0.021284,0.00652,0.023497,5192.192301,2001-01-01 01:26:32.192 +0000,,,,-155.753435,-6.365131,2.149265
-0.067221,-0.036611,-0.137124,0.157041,5192.172312,2001-01-01 01:26:32.172 +0000,,,,-155.820656,-6.401742,2.012141
-0.209796,-0.289232,-0.155564,0.389704,5192.152353,2001-01-01 01:26:32.152 +0000,,,,-156.030452,-6.690974,1.856577
0.298086,0.369279,-0.236201,0.530107,5192.132364,2001-01-01 01:26:32.132 +0000,,,,-155.732366,-6.321695,1.620376
1.247179,0.038682,-0.233172,1.269378,5192.112406,2001-01-01 01:26:32.112 +0000,,,,-154.485187,-6.283013,1.387204
1.483505,0.01346,-0.164192,1.492624,5192.092417,2001-01-01 01:26:32.092 +0000,,,,-153.001682,-6.269553,1.223012
1.569045,-0.119659,0.253466,1.593884,5192.072458,2001-01-01 01:26:32.072 +0000,,,,-151.432637,-6.389212,1.476478
1.525907,-0.397409,0.381083,1.622206,5192.052469,2001-01-01 01:26:32.052 +0000,,,,-149.90673,-6.786621,1.857561
1.555608,-0.139425,0.020494,1.561978,5192.032511,2001-01-01 01:26:32.033 +0000,,,,-148.351122,-6.926046,1.878055
1.680245,0.10203,-0.160968,1.691018,5192.012522,2001-01-01 01:26:32.013 +0000,,,,-146.670877,-6.824016,1.717087
1.798141,-0.018911,0.004707,1.798246,5191.992533,2001-01-01 01:26:31.993 +0000,,,,-144.872736,-6.842927,1.721794
1.817512,-0.992034,0.214774,2.081732,5191.972574,2001-01-01 01:26:31.973 +0000,,,,-143.055224,-7.834961,1.936568
1.99439,-0.704386,0.172445,2.122142,5191.952585,2001-01-01 01:26:31.953 +0000,,,,-141.060834,-8.539347,2.109013
2.212086,-0.33604,0.012636,2.2375,5191.932627,2001-01-01 01:26:31.933 +0000,,,,-138.848748,-8.875387,2.121649
2.519059,-0.147196,0.038771,2.523654,5191.912638,2001-01-01 01:26:31.913 +0000,,,,-136.329689,-9.022583,2.16042
2.628373,-0.378689,0.301923,2.672622,5191.892679,2001-01-01 01:26:31.893 +0000,,,,-133.701316,-9.401272,2.462343
2.668944,-0.839479,0.479753,2.838688,5191.87269,2001-01-01 01:26:31.873 +0000,,,,-131.032372,-10.240751,2.942096
2.7661,-0.623656,0.280011,2.849326,5191.852732,2001-01-01 01:26:31.853 +0000,,,,-128.266272,-10.864407,3.222107
3.073373,-0.060261,0.135236,3.076937,5191.832743,2001-01-01 01:26:31.833 +0000,,,,-125.192899,-10.924668,3.357343
3.3925,0.294709,0.135356,3.407966,5191.812754,2001-01-01 01:26:31.813 +0000,,,,-121.800399,-10.629959,3.492699
3.495073,0.157532,0.202669,3.504486,5191.792795,2001-01-01 01:26:31.793 +0000,,,,-118.305326,-10.472427,3.695368
3.556146,-0.008409,0.281533,3.567283,5191.772806,2001-01-01 01:26:31.773 +0000,,,,-114.74918,-10.480836,3.976901
3.751206,0.324942,0.192189,3.770155,5191.752848,2001-01-01 01:26:31.753 +0000,,,,-110.997974,-10.155894,4.16909
3.949451,0.684879,0.08356,4.009265,5191.732859,2001-01-01 01:26:31.733 +0000,,,,-107.048523,-9.471015,4.25265
3.996136,0.525084,0.068282,4.031064,5191.7129,2001-01-01 01:26:31.713 +0000,,,,-103.052387,-8.945931,4.320932
4.013013,0.122852,0.240451,4.022086,5191.692911,2001-01-01 01:26:31.693 +0000,,,,-99.039374,-8.823079,4.561383
4.180203,0.220846,0.186819,4.1902,5191.672953,2001-01-01 01:26:31.673 +0000,,,,-94.859171,-8.602233,4.748202
4.319797,0.723215,-0.030512,4.380025,5191.652964,2001-01-01 01:26:31.653 +0000,,,,-90.539374,-7.879018,4.71769
4.399209,0.826619,-0.024915,4.476267,5191.633005,2001-01-01 01:26:31.633 +0000,,,,-86.140165,-7.052399,4.692775
4.396746,0.468028,0.138457,4.423753,5191.613016,2001-01-01 01:26:31.613 +0000,,,,-81.743419,-6.584371,4.831232
4.414061,0.218089,0.294187,4.429226,5191.593027,2001-01-01 01:26:31.593 +0000,,,,-77.329358,-6.366282,5.125419
4.42807,0.419417,0.286255,4.457091,5191.573069,2001-01-01 01:26:31.573 +0000,,,,-72.901288,-5.946865,5.411674
4.330314,0.719475,0.174723,4.393153,5191.55308,2001-01-01 01:26:31.553 +0000,,,,-68.570974,-5.22739,5.586397
