x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,Calculation,,Roll_x_angular_velocity
-0.30946,-0.110024,-0.029571,0.329765,91166.87616,2001-01-02 01:19:26.876 +0000,,,,,,-0.30946
-0.420623,-0.023858,-0.045514,0.42375,91166.85617,2001-01-02 01:19:26.856 +0000,,,,,,-0.420623
-0.54487,0.128337,-0.064931,0.563533,91166.83621,2001-01-02 01:19:26.836 +0000,,,,,,-0.54487
-0.567084,0.114429,-0.082139,0.584316,91166.81622,2001-01-02 01:19:26.816 +0000,,,,,,-0.567084
-0.578072,-0.130412,-0.009958,0.592684,91166.79626,2001-01-02 01:19:26.796 +0000,,,,,,-0.578072
-0.49341,-0.260247,0.016611,0.558084,91166.77627,2001-01-02 01:19:26.776 +0000,,,,,,-0.49341
-0.512292,-0.083459,0.003181,0.519056,91166.75631,2001-01-02 01:19:26.756 +0000,,,,,,-0.512292
-0.484481,-0.095175,-0.004079,0.493758,91166.73633,2001-01-02 01:19:26.736 +0000,,,,,,-0.484481
-0.43349,-0.07593,0.009035,0.440183,91166.71637,2001-01-02 01:19:26.716 +0000,,,,,,-0.43349
-0.427378,-0.031154,0.020708,0.429013,91166.69638,2001-01-02 01:19:26.696 +0000,,,,,,-0.427378
-0.390452,0.050894,0.018597,0.394194,91166.67642,2001-01-02 01:19:26.676 +0000,,,,,,-0.390452
-0.358603,0.094559,0.004802,0.370891,91166.65643,2001-01-02 01:19:26.656 +0000,,,,,,-0.358603
-0.287638,-0.0109,-0.014734,0.288221,91166.63647,2001-01-02 01:19:26.636 +0000,,,,,,-0.287638
-0.203029,-0.075861,-0.031082,0.218956,91166.61648,2001-01-02 01:19:26.616 +0000,,,,,,-0.203029
-0.175466,-0.020494,-0.05028,0.183675,91166.59652,2001-01-02 01:19:26.597 +0000,,,,,,-0.175466
-0.191576,0.024197,-0.065469,0.203895,91166.57654,2001-01-02 01:19:26.577 +0000,,,,,,-0.191576
-0.18272,0.007056,-0.107035,0.211879,91166.55658,2001-01-02 01:19:26.557 +0000,,,,,,-0.18272
-0.127802,-0.054801,-0.151374,0.205549,91166.53659,2001-01-02 01:19:26.537 +0000,,,,,,-0.127802
-0.006687,-0.13473,-0.200559,0.241704,91166.51663,2001-01-02 01:19:26.517 +0000,,,,,,-0.006687
0.060133,-0.093081,-0.178851,0.210399,91166.49664,2001-01-02 01:19:26.497 +0000,,,,,,0.060133
0.065184,-0.095088,-0.130728,0.174301,91166.47668,2001-01-02 01:19:26.477 +0000,,,,,,0.065184
0.072372,-0.134306,-0.053641,0.161719,91166.45669,2001-01-02 01:19:26.457 +0000,,,,,,0.072372
0.131555,-0.059631,-0.028868,0.147296,91166.4367,2001-01-02 01:19:26.437 +0000,,,,,,0.131555
0.15701,-0.061687,-0.006252,0.168809,91166.41675,2001-01-02 01:19:26.417 +0000,,,,,,0.15701
0.181903,0.038555,0.028904,0.188177,91166.39676,2001-01-02 01:19:26.397 +0000,,,,,,0.181903
0.200879,0.081183,0.029985,0.218728,91166.3768,2001-01-02 01:19:26.377 +0000,,,,,,0.200879
0.278898,0.054572,0.015624,0.284616,91166.35681,2001-01-02 01:19:26.357 +0000,,,,,,0.278898
0.273148,0.163185,-0.000737,0.318183,91166.33685,2001-01-02 01:19:26.337 +0000,,,,,,0.273148
0.20004,0.053445,0.014027,0.207531,91166.31686,2001-01-02 01:19:26.317 +0000,,,,,,0.20004
0.181199,-0.029638,0.022674,0.185002,91166.2969,2001-01-02 01:19:26.297 +0000,,,,,,0.181199
0.172583,0.016108,0.001121,0.173337,91166.27691,2001-01-02 01:19:26.277 +0000,,,,,,0.172583
0.172613,0.050117,-0.031027,0.1824,91166.25696,2001-01-02 01:19:26.257 +0000,,,,,,0.172613
0.18155,-0.040416,-0.027515,0.188019,91166.23697,2001-01-02 01:19:26.237 +0000,,,,,,0.18155
0.215906,-0.172326,0.036118,0.278597,91166.21701,2001-01-02 01:19:26.217 +0000,,,,,,0.215906
0.319128,-0.151982,0.047444,0.356641,91166.19702,2001-01-02 01:19:26.197 +0000,,,,,,0.319128
0.537182,-0.204177,-0.015053,0.574874,91166.17706,2001-01-02 01:19:26.177 +0000,,,,,,0.537182
0.651593,-0.260593,-0.031224,0.702465,91166.15707,2001-01-02 01:19:26.157 +0000,,,,,,0.651593
0.757915,-0.46285,-0.004312,0.888079,91166.13711,2001-01-02 01:19:26.137 +0000,,,,,,0.757915
0.829821,-0.683077,0.088664,1.078452,91166.11712,2001-01-02 01:19:26.117 +0000,,,,,,0.829821
0.879533,-0.532976,0.033029,1.028947,91166.09717,2001-01-02 01:19:26.097 +0000,,,,,,0.879533
0.935046,0.147719,0.010183,0.946697,91166.07718,2001-01-02 01:19:26.077 +0000,,,,,,0.935046
0.853769,0.650472,0.011473,1.073391,91166.05722,2001-01-02 01:19:26.057 +0000,,,,,,0.853769
0.6647,-0.167331,0.198341,0.713558,91166.03723,2001-01-02 01:19:26.037 +0000,,,,,,0.6647
0.588269,-0.651079,0.175633,0.89488,91166.01727,2001-01-02 01:19:26.017 +0000,,,,,,0.588269
0.746631,-0.1751,0.049324,0.768473,91165.99728,2001-01-02 01:19:25.997 +0000,,,,,,0.746631
0.7169,0.058107,0.022845,0.719613,91165.97734,2001-01-02 01:19:25.977 +0000,,,,,,0.7169
0.656974,0.115573,0.016942,0.667277,91165.95735,2001-01-02 01:19:25.957 +0000,,,,,,0.656974
0.617005,0.014322,0.008399,0.617228,91165.93739,2001-01-02 01:19:25.937 +0000,,,,,,0.617005
0.570723,-0.109295,0.004149,0.581108,91165.9174,2001-01-02 01:19:25.917 +0000,,,,,,0.570723
0.509134,-0.157278,0.003863,0.532887,91165.89744,2001-01-02 01:19:25.897 +0000,,,,,,0.509134
0.405432,-0.080675,-0.004524,0.413406,91165.87745,2001-01-02 01:19:25.877 +0000,,,,,,0.405432
0.265593,-0.026467,-0.012026,0.267179,91165.8575,2001-01-02 01:19:25.857 +0000,,,,,,0.265593
0.085735,-0.13409,0.028724,0.161727,91165.83751,2001-01-02 01:19:25.838 +0000,,,,,,0.085735
-0.042051,-0.149116,0.021492,0.156415,91165.81755,2001-01-02 01:19:25.818 +0000,,,,,,-0.042051
-0.112965,-0.023478,0.016398,0.116539,91165.79756,2001-01-02 01:19:25.798 +0000,,,,,,-0.112965
-0.093258,-0.085345,-0.021768,0.128275,91165.7776,2001-01-02 01:19:25.778 +0000,,,,,,-0.093258
-0.123089,-0.040719,-0.059488,0.142645,91165.75761,2001-01-02 01:19:25.758 +0000,,,,,,-0.123089
-0.263305,-0.024009,-0.152372,0.305161,91165.73765,2001-01-02 01:19:25.738 +0000,,,,,,-0.263305
-0.397047,0.134517,-0.19324,0.461609,91165.71766,2001-01-02 01:19:25.718 +0000,,,,,,-0.397047
-0.465631,0.390223,-0.157,0.627483,91165.69771,2001-01-02 01:19:25.698 +0000,,,,,,-0.465631
-0.474531,0.448846,-0.141192,0.668265,91165.67772,2001-01-02 01:19:25.678 +0000,,,,,,-0.474531
-0.490489,0.184714,-0.113869,0.536344,91165.65776,2001-01-02 01:19:25.658 +0000,,,,,,-0.490489
-0.512818,-0.01458,-0.142328,0.532402,91165.63777,2001-01-02 01:19:25.638 +0000,,,,,,-0.512818
-0.738795,0.008652,-0.157806,0.75551,91165.61781,2001-01-02 01:19:25.618 +0000,,,,,,-0.738795
-0.707879,0.009735,-0.159738,0.725743,91165.59782,2001-01-02 01:19:25.598 +0000,,,,,,-0.707879
-0.585355,-0.018861,-0.128915,0.599679,91165.57786,2001-01-02 01:19:25.578 +0000,,,,,,-0.585355
-0.582508,-0.002765,-0.082993,0.588397,91165.55787,2001-01-02 01:19:25.558 +0000,,,,,,-0.582508
-0.597762,0.017563,-0.043617,0.599608,91165.53792,2001-01-02 01:19:25.538 +0000,,,,,,-0.597762
-0.537118,0.034663,-0.03898,0.539645,91165.51793,2001-01-02 01:19:25.518 +0000,,,,,,-0.537118
-0.465411,-0.013249,-0.050119,0.46829,91165.49797,2001-01-02 01:19:25.498 +0000,,,,,,-0.465411
-0.457564,-0.10271,-0.043412,0.470955,91165.47798,2001-01-02 01:19:25.478 +0000,,,,,,-0.457564
-0.58256,-0.100553,0.003821,0.591187,91165.45802,2001-01-02 01:19:25.458 +0000,,,,,,-0.58256
-0.671485,-0.021753,0.017966,0.672078,91165.43803,2001-01-02 01:19:25.438 +0000,,,,,,-0.671485
-0.702967,0.132621,-0.009379,0.715429,91165.41807,2001-01-02 01:19:25.418 +0000,,,,,,-0.702967
-0.777153,0.280614,-0.019898,0.826503,91165.39808,2001-01-02 01:19:25.398 +0000,,,,,,-0.777153
-0.889682,0.16127,-0.000031,0.904181,91165.37813,2001-01-02 01:19:25.378 +0000,,,,,,-0.889682
-1.090677,-0.068707,0.108225,1.098185,91165.35814,2001-01-02 01:19:25.358 +0000,,,,,,-1.090677
-1.040219,-0.09859,0.071249,1.047307,91165.33818,2001-01-02 01:19:25.338 +0000,,,,,,-1.040219
-0.881036,-0.107134,0.015716,0.887665,91165.31819,2001-01-02 01:19:25.318 +0000,,,,,,-0.881036
-0.712849,-0.023994,-0.014362,0.713398,91165.29823,2001-01-02 01:19:25.298 +0000,,,,,,-0.712849
-0.573493,0.03682,-0.017861,0.574951,91165.27824,2001-01-02 01:19:25.278 +0000,,,,,,-0.573493
-0.416634,0.007091,-0.024201,0.417397,91165.25828,2001-01-02 01:19:25.258 +0000,,,,,,-0.416634
-0.240648,-0.006652,-0.033661,0.243082,91165.23829,2001-01-02 01:19:25.238 +0000,,,,,,-0.240648
-0.094703,0.009434,-0.033789,0.100992,91165.21834,2001-01-02 01:19:25.218 +0000,,,,,,-0.094703
0.018501,-0.041609,-0.030749,0.054946,91165.19835,2001-01-02 01:19:25.198 +0000,,,,,,0.018501
0.082554,-0.064994,-0.029185,0.109047,91165.17839,2001-01-02 01:19:25.178 +0000,,,,,,0.082554
0.129784,-0.119319,-0.04154,0.181126,91165.1584,2001-01-02 01:19:25.158 +0000,,,,,,0.129784
0.113693,-0.120351,-0.023481,0.167218,91165.13844,2001-01-02 01:19:25.138 +0000,,,,,,0.113693
0.061518,0.042697,0.016327,0.076642,91165.11845,2001-01-02 01:19:25.118 +0000,,,,,,0.061518
0.039125,0.043748,0.017241,0.061171,91165.09849,2001-01-02 01:19:25.098 +0000,,,,,,0.039125
0.108733,-0.008433,0.003962,0.109131,91165.0785,2001-01-02 01:19:25.079 +0000,,,,,,0.108733
0.182145,0.042707,-0.014915,0.187678,91165.05855,2001-01-02 01:19:25.059 +0000,,,,,,0.182145
0.172371,0.071481,-0.007579,0.186759,91165.03856,2001-01-02 01:19:25.039 +0000,,,,,,0.172371
0.07865,0.050119,-0.002811,0.093304,91165.0186,2001-01-02 01:19:25.019 +0000,,,,,,0.07865
0.008238,0.071358,-0.008686,0.072355,91164.99861,2001-01-02 01:19:24.999 +0000,,,,,,0.008238
-0.063163,0.061733,-0.002731,0.088363,91164.97869,2001-01-02 01:19:24.979 +0000,,,,,,-0.063163
-0.108704,-0.014969,0.009992,0.110184,91164.9587,2001-01-02 01:19:24.959 +0000,,,,,,-0.108704
-0.111002,0.030815,0.001304,0.115208,91164.93874,2001-01-02 01:19:24.939 +0000,,,,,,-0.111002
-0.063622,0.179935,-0.020152,0.191912,91164.91875,2001-01-02 01:19:24.919 +0000,,,,,,-0.063622
0.017872,0.104306,-0.041835,0.113795,91164.89879,2001-01-02 01:19:24.899 +0000,,,,,,0.017872
0.076705,0.045787,-0.030594,0.094425,91164.8788,2001-01-02 01:19:24.879 +0000,,,,,,0.076705
0.077207,0.126822,-0.000892,0.148478,91164.85885,2001-01-02 01:19:24.859 +0000,,,,,,0.077207
0.10409,0.08209,-0.004863,0.132655,91164.83886,2001-01-02 01:19:24.839 +0000,,,,,,0.10409
0.23166,-0.03188,-0.036816,0.236724,91164.8189,2001-01-02 01:19:24.819 +0000,,,,,,0.23166
0.380737,-0.000881,-0.038032,0.382633,91164.79891,2001-01-02 01:19:24.799 +0000,,,,,,0.380737
0.463996,0.178184,-0.022997,0.497565,91164.77895,2001-01-02 01:19:24.779 +0000,,,,,,0.463996
0.512378,0.327331,-0.033761,0.608947,91164.75896,2001-01-02 01:19:24.759 +0000,,,,,,0.512378
0.513587,0.298567,-0.034743,0.59508,91164.739,2001-01-02 01:19:24.739 +0000,,,,,,0.513587
0.538031,0.108927,-0.050091,0.551227,91164.71901,2001-01-02 01:19:24.719 +0000,,,,,,0.538031
0.479473,0.081216,-0.038657,0.487837,91164.69903,2001-01-02 01:19:24.699 +0000,,,,,,0.479473
0.42938,0.0546,-0.017552,0.433193,91164.67907,2001-01-02 01:19:24.679 +0000,,,,,,0.42938
0.470267,-0.024205,-0.019199,0.471281,91164.65908,2001-01-02 01:19:24.659 +0000,,,,,,0.470267
0.563268,-0.074219,-0.024847,0.568679,91164.63912,2001-01-02 01:19:24.639 +0000,,,,,,0.563268
0.723022,-0.017704,-0.049566,0.724936,91164.61913,2001-01-02 01:19:24.619 +0000,,,,,,0.723022
0.85855,0.186897,-0.06203,0.880844,91164.59917,2001-01-02 01:19:24.599 +0000,,,,,,0.85855
0.961032,0.150758,-0.060172,0.974644,91164.57918,2001-01-02 01:19:24.579 +0000,,,,,,0.961032
1.01824,-0.023858,-0.041146,1.01935,91164.55922,2001-01-02 01:19:24.559 +0000,,,,,,1.01824
1.079959,-0.004634,-0.039714,1.080699,91164.53924,2001-01-02 01:19:24.539 +0000,,,,,,1.079959
0.986891,0.07305,-0.044827,0.990605,91164.51928,2001-01-02 01:19:24.519 +0000,,,,,,0.986891
0.80133,0.075084,-0.028989,0.805362,91164.49929,2001-01-02 01:19:24.499 +0000,,,,,,0.80133
0.614044,-0.011295,-0.010784,0.614243,91164.47933,2001-01-02 01:19:24.479 +0000,,,,,,0.614044
0.46283,-0.035915,-0.013875,0.464429,91164.45934,2001-01-02 01:19:24.459 +0000,,,,,,0.46283
0.311146,0.043851,-0.021527,0.314957,91164.43938,2001-01-02 01:19:24.439 +0000,,,,,,0.311146
0.204308,0.087468,-0.013818,0.222673,91164.41939,2001-01-02 01:19:24.419 +0000,,,,,,0.204308
0.151034,0.074663,-0.006663,0.168613,91164.39943,2001-01-02 01:19:24.399 +0000,,,,,,0.151034
0.13321,0.013927,-0.007687,0.134156,91164.37945,2001-01-02 01:19:24.379 +0000,,,,,,0.13321
0.103587,-0.020208,-0.017411,0.106966,91164.35949,2001-01-02 01:19:24.359 +0000,,,,,,0.103587
0.05208,0.063888,-0.026535,0.086592,91164.3395,2001-01-02 01:19:24.339 +0000,,,,,,0.05208
0.033136,0.025501,-0.036175,0.055289,91164.31954,2001-01-02 01:19:24.320 +0000,,,,,,0.033136
-0.02835,-0.052294,-0.029967,0.066606,91164.29955,2001-01-02 01:19:24.300 +0000,,,,,,-0.02835
-0.136007,-0.051307,-0.029628,0.148351,91164.27959,2001-01-02 01:19:24.280 +0000,,,,,,-0.136007
-0.245164,0.041292,-0.029548,0.250367,91164.2596,2001-01-02 01:19:24.260 +0000,,,,,,-0.245164
-0.295357,0.078507,-0.04281,0.308597,91164.23964,2001-01-02 01:19:24.240 +0000,,,,,,-0.295357
-0.229327,0.064756,-0.023094,0.239411,91164.21966,2001-01-02 01:19:24.220 +0000,,,,,,-0.229327
-0.177125,0.067994,-0.021682,0.190962,91164.1997,2001-01-02 01:19:24.200 +0000,,,,,,-0.177125
-0.206048,0.078665,-0.005878,0.220632,91164.17971,2001-01-02 01:19:24.180 +0000,,,,,,-0.206048
-0.198741,0.129766,-0.020927,0.238275,91164.15975,2001-01-02 01:19:24.160 +0000,,,,,,-0.198741
-0.212219,0.047735,-0.018658,0.21832,91164.13976,2001-01-02 01:19:24.140 +0000,,,,,,-0.212219
-0.261134,-0.021453,0.017529,0.2626,91164.1198,2001-01-02 01:19:24.120 +0000,,,,,,-0.261134
-0.30392,-0.017168,0.039668,0.306979,91164.09981,2001-01-02 01:19:24.100 +0000,,,,,,-0.30392
-0.300633,-0.032087,0.036525,0.304539,91164.07985,2001-01-02 01:19:24.080 +0000,,,,,,-0.300633
-0.305811,-0.049165,0.024783,0.310728,91164.05986,2001-01-02 01:19:24.060 +0000,,,,,,-0.305811
-0.403124,-0.01827,0.05396,0.40713,91164.03991,2001-01-02 01:19:24.040 +0000,,,,,,-0.403124
-0.466206,0.051934,0.030905,0.470106,91164.01992,2001-01-02 01:19:24.020 +0000,,,,,,-0.466206
-0.44307,0.175408,-0.01522,0.476771,91163.99996,2001-01-02 01:19:24.000 +0000,,,,,,-0.44307
-0.395838,0.138092,-0.041513,0.421285,91163.98001,2001-01-02 01:19:23.980 +0000,,,,,,-0.395838
-0.364459,0.044361,-0.045321,0.369936,91163.96005,2001-01-02 01:19:23.960 +0000,,,,,,-0.364459
-0.294925,-0.020547,-0.036127,0.297839,91163.94006,2001-01-02 01:19:23.940 +0000,,,,,,-0.294925
-0.208543,0.00076,-0.061246,0.217352,91163.9201,2001-01-02 01:19:23.920 +0000,,,,,,-0.208543
-0.145165,0.138192,-0.075083,0.214026,91163.90011,2001-01-02 01:19:23.900 +0000,,,,,,-0.145165
-0.211451,0.146734,-0.047772,0.261772,91163.88015,2001-01-02 01:19:23.880 +0000,,,,,,-0.211451
-0.340968,-0.002418,-0.015117,0.341312,91163.86016,2001-01-02 01:19:23.860 +0000,,,,,,-0.340968
-0.4278,0.087031,-0.003124,0.436574,91163.8402,2001-01-02 01:19:23.840 +0000,,,,,,-0.4278
-0.495297,0.158359,-0.001636,0.519999,91163.82022,2001-01-02 01:19:23.820 +0000,,,,,,-0.495297
-0.516811,0.183941,0.010971,0.548678,91163.80026,2001-01-02 01:19:23.800 +0000,,,,,,-0.516811
-0.499549,0.146657,0.005847,0.520664,91163.78027,2001-01-02 01:19:23.780 +0000,,,,,,-0.499549
-0.489582,0.07315,0.00184,0.49502,91163.76031,2001-01-02 01:19:23.760 +0000,,,,,,-0.489582
-0.530067,0.069924,0.001575,0.534661,91163.74032,2001-01-02 01:19:23.740 +0000,,,,,,-0.530067
-0.613504,0.13803,-0.002378,0.628844,91163.72036,2001-01-02 01:19:23.720 +0000,,,,,,-0.613504
-0.690935,0.293483,-0.010803,0.75076,91163.70037,2001-01-02 01:19:23.700 +0000,,,,,,-0.690935
-0.732764,0.339277,-0.00373,0.807506,91163.68041,2001-01-02 01:19:23.680 +0000,,,,,,-0.732764
-0.738664,0.228498,0.001874,0.773201,91163.66043,2001-01-02 01:19:23.660 +0000,,,,,,-0.738664
-0.745579,0.308446,0.025117,0.807253,91163.64047,2001-01-02 01:19:23.640 +0000,,,,,,-0.745579
-0.673021,0.324413,-0.00115,0.747129,91163.62048,2001-01-02 01:19:23.620 +0000,,,,,,-0.673021
-0.565426,0.355346,-0.016535,0.668021,91163.60052,2001-01-02 01:19:23.601 +0000,,,,,,-0.565426
-0.426701,0.283084,0.013447,0.512242,91163.58053,2001-01-02 01:19:23.581 +0000,,,,,,-0.426701
-0.32136,0.123317,-0.007846,0.344298,91163.56057,2001-01-02 01:19:23.561 +0000,,,,,,-0.32136
-0.236297,0.17237,-0.012748,0.292763,91163.54058,2001-01-02 01:19:23.541 +0000,,,,,,-0.236297
-0.198386,0.276778,-0.019187,0.341074,91163.52062,2001-01-02 01:19:23.521 +0000,,,,,,-0.198386
-0.189206,0.109597,0.004836,0.218709,91163.50064,2001-01-02 01:19:23.501 +0000,,,,,,-0.189206
-0.146275,0.052094,0.001008,0.155278,91163.48068,2001-01-02 01:19:23.481 +0000,,,,,,-0.146275
-0.070185,-0.022445,-0.008961,0.074229,91163.46069,2001-01-02 01:19:23.461 +0000,,,,,,-0.070185
-0.003495,0.058595,0.003023,0.058777,91163.44073,2001-01-02 01:19:23.441 +0000,,,,,,-0.003495
0.055432,0.034058,-0.028568,0.071055,91163.42074,2001-01-02 01:19:23.421 +0000,,,,,,0.055432
0.09214,-0.028837,-0.056999,0.112118,91163.40078,2001-01-02 01:19:23.401 +0000,,,,,,0.09214
0.19175,-0.111894,-0.072129,0.233433,91163.38079,2001-01-02 01:19:23.381 +0000,,,,,,0.19175
0.213125,-0.131039,-0.06659,0.258897,91163.36083,2001-01-02 01:19:23.361 +0000,,,,,,0.213125
0.165234,0.089414,-0.076061,0.202688,91163.34085,2001-01-02 01:19:23.341 +0000,,,,,,0.165234
0.073288,0.100097,-0.037175,0.129509,91163.32089,2001-01-02 01:19:23.321 +0000,,,,,,0.073288
0.013968,0.048869,-0.057738,0.076922,91163.3009,2001-01-02 01:19:23.301 +0000,,,,,,0.013968
